likes,status,text
0,2,"Уважаемая Леночка Хоскин! Приносим свои извинения за предоставленные неудобства. Обязательно проведем беседу с нашим персоналом и подобные недоразумения более не повторятся. Огромное спасибо, что остаетесь с нами.   С уважением, СушиWok."
0,2,"Скажите пожалуйста, все ещё действует акция с мобильным приложением? И ролл в подарок от 700 рублей?"
0,2,"Уважаемая Люля Шаймарданова! Акции  Мобильное приложение  и  Ролл в подарок  всё ещё действуют. С нетерпением ждем от Вас заказов.  С уважением, СушиWok."
3,0,"Здравствуйте) Заказывали сегодня вечером у вас роллы (Екатеринбург, Сыромолотова). Хочется выразить огромную благодарность поварам, роллы были прекрасны. Несмотря на то, что Филадельфия в масаго был в подарок по акции, ролл был большого размера, сыра и лосося внутри было много (лосося даже больше, чем на картинке). Суши и крим суши у вас просто нереально вкусные, всё еще надеюсь, что сделаете полноценный сет из суши.)) Огромное спасибо, Суши WOK, мы остались довольны  )   маленькое замечание: постоянно слипаются роллы, хотя это и не страшно."
1,2,"Уважаемая Мария Долгих! Благодарим за столь приятный отзыв. Мы стараемся для Вас. Обязательно передадим Ваши слова персоналу магазина. Также сделаем всё возможное, чтобы качество наших роллов улучшилось и мы только радовали Вас качеством нашей продукции.   С уважением, СушиWok."
0,2,"Здравствуйте! У меня украли карту, как я поняла восстановить ее не удастся, мне сказали, что я смогу делать заказ, указывая тот номер, который привязан к карту и тогда будет скидка, но как оказалось в центре принятия заказов номер есть, а карты вообще у меня нет, как так? Может я что то не знаю, не поняла? Так не приятно все это, на карте скидка еще хорошая накопилась."
0,2,"Уважаемая Алёна Дедух! Спасибо Вам за оставленный отзыв. К сожалению, Карта Друга не восстанавливается. Но если Вы помните номер телефона, который привязан к Вашей карте, Вы можете назвать его при оформлении заказа и уточнить у оператора номер Вашей карты.  С уважением, СушиWok."
0,0,"День добрый! Очень нравятся ваши вкуснейшие роллы, у в нашем городке Североморск Суши Вок нет(((( хотя городок с достаточно при личным средним доходом населения, так как здесь располагается Штаб Северного Флота. Очень просим открыть магазин ваш и у нас в городе, а то с  Мурманска заказы забирать далекова то ( час езды в одну сторону) и запечённые суши довозим холодными((("
1,2,"Уважаемая Татьяна Микитюк! В ближайшее время не планируется открывать нашу сеть в г. Североморск. Как только мы примем решение обслуживать Ваш город, данная информация сразу появится на нашем сайте.  С уважением, СушиWok."
0,0,"День добрый! Пишет вам жительница города Североморск ( Мурманская обл.). У нас в городе вашего магазина нет, но мы являемся большими поклонниками ваших вкуснейших роллов и очень хотим, чтоб ваш магазин открылся у нас. Заказы приходится оформлять в Мурманске , а до Мурманска час езды, в итоге запечённые роллы приходится есть холодными(((( причины открыть ваш магазин у нас: 1  многие жители города являются вашими клиентами ! 2  город с хорошим среднемесячным достатком населения, так как он является Штабом Северного Флота ( много военнослужащих), значит магазин ваш будет процветать!!!!)))"
0,2,Спасибо за ответ!!! Очень жаль(((
0,2,"Уважаемая Татьяна Микитюк! Мы обязательно рассмотрим возможность открытия магазина в г. Североморск.  С уважением, СушиWok."
0,2,"Здравствуйте, а в августе будет ролл месяца?"
0,0,Есть ли у вас акции для именинников?
0,2,"Уважаемая Анастасия Хусанкова! Акция  Ролл месяца  проходит каждый месяц. Что касается акции для именинников, если Вы являетесь владельцем Карты Друга, Вы можете получить в подарок один из 4 роллов три дня до своего Дня Рождения и 3 дня после. Более подробную информацию Вы можете уточнить у наших операторов.  С уважением, СушиWok."
0,2,"Уважаемая Алёна Дедух! Приносим свои извинения за сложившуюся ситуацию. Мы обязательно в ней разберемся и сделаем всё возможное, чтобы Вы были довольны.  С уважением, СушиWok."
1,0,"Добрый день. Подскажите когда в Екатеринбурге будет проходить мастер класс? И желательно в Центре ))). А то на окраину где проходили в прошлом году, не доехать вечером по пробкам."
1,2,"Уважаемая Анастасия Несмирная! Благодарим за интерес проявленный к нашей компании. К сожалению, в ближайшее время не планируется проведение мастер классов. Как только будет принято такое решение информация обязательно появится на нашем сайте или в группе. Следите за новостями!     С уважением, СушиWok."
0,2,"Уважаемая Puzzle Pieces! Да, действительно, в нашей компании предусмотрены подарки именинникам! Если Вы являетесь владельцем Карты Друга, то 3 дня до дня рождения, в день рождения и 3 дня после, Вы можете получить 1 ролл на выбор:   Фьюжн;   Калифорния в кунжуте;   Терияки в масаго;   Хиноки.  С уважением, СушиWok."
0,0,"Добрый день, я покупала роллы в Вашем магазине, г.Екатеринбург, мне дали купон на бесплатную коробочку лапши, в купоне указано   до 31 августа! На прошлой неделе я пошла снова за роллами, спросила про данную акцию   мне сказали, что она кончилась и купон я могу выкинуть... Объясните?"
0,2,"Уважаемая Светлана Краменская! Прежде всего, приносим Вам наши извинения за доставленные неудобства. В нашей компании, действительно, планировалась подобная акция, но в виду некоторых обстоятельств, она не была реализована. Листовки со склада видимо, по ошибке, раздали, либо попала только одна листовка (на что мы очень надеемся). Укажите, пожалуйста, адрес магазина и дату, когда Вам был выдан данный рекламный купон. Мы обязательно разберемся в этой ситуации. Еще раз приносим самые глубочайшие извинения.  С уважением, СушиWok."
0,2,"Уважаемая Ирина Овчинникова! Данные акции суммируются. При заказе от 700 рублей Вы можете получить 2 подарка на выбор.  С уважением, СушиWok."
0,2,"Уважаемая Ирина Овчинникова! Спасибо за приятные слова в адрес нашей компании! Мы стараемся ради каждого из Вас! Надеемся, что мы еще долго будем радовать друг друга, а Вы по достоинству оцените и другие наши позиции!  С уважением, СушиWok."
0,0,"Добрый день, подскажите, пожалуйста, по карте друга на что распространяется стартовая скидка в 5процентов?"
0,2,"Уважаемая Ольга Прокаева! Скидка по Карте Друга не распространяется на акционные позиции, бизнес ланчи, напитки и китайскую кухню.  С уважением, СушиWok."
1,2,"Я вот балдею от вашей работницы (стремянный переулок), захожу не столько покушать, сколько поглядеть на ее милое лицо)"
0,2,"Уважаемый Михаил Балахнин! Спасибо за оставленные впечатления! Мы очень рады, что Вам все нравится в нашей работе! Будем прикладывать максимальные усилия, чтобы видеть Вас чаще!  С уважением, СушиWok."
0,2,скажите пожалуйста ролл в подарок за мобильное приложение действуют в спб?и какая должна быть сумма покупки?спасибо
0,2,"Уважаемая Катюша Иванова! Данная акция действует по Санкт Петербургу при заказе от 300 рублей.  С уважением, СушиWok."
0,0,"Если говорить о еде, то могу сказать, что на Наличной довольно таки вкусно) (Во всяком случае недорогая цена себя вполне оправдывает) Единственный минус, который пока что напрягает   жара в помещении :( Кстати на заметку: в 49 доме понравилось то, что заказ  кусками  давали. То есть сначала сразу стакан морса дали, потом супчик. А пока хлебаешь супчик, уже и второе готово. А в 40 доме после длительного ожидания дали все сразу. Работникам 49ого   к карме)"
0,2,"Уважаемый Стас Суздальцев! Спасибо Вам за добрые слова в адрес нашего магазина. Для нас крайне важно, когда клиент выходит на обратную связь, и вдвойне приятно, если это положительный отзыв. Наша основная задача   оставить клиента довольным и оперативно урегулировать все возникшие вопросы. Надеемся на долгосрочное сотрудничество.  С уважением, СушиWok."
0,0,"Согласна с предыдущим комментарием, кондиционирование Ваших помещений оставляет желать лучшего! Среднеохтинский пр 2 дышать нечем."
0,2,"Уважаемая Ксения Дмитриева!Спасибо Вам за оставленный отзыв. Ваше замечание мы обязательно примем к сведению и постараемся создать максимально комфортные условия для наших дорогих клиентов.  С уважением, СушиWok."
0,2,скажите пожалуйста какой ролл месяца сейчас в челябинске. ?
0,2,"Уважаемая Олеся Лесина! Ролл месяца в Челябинске   Барби. Стоимость данного ролла составляет в этом месяце   111 рублей.   С уважением, СушиWok."
0,0,"Добрый вечер!!!Вчера впервые посетила ваш магазин,ваша продукция мне очень понравилось и всей моей семье)))пришлось 2раз сходить за  пикником ))))"
0,2,"Уважаемая Иринка Цветикова! Спасибо за Ваш отзыв. Мы очень рады, что Вы оценили наши старания. Надеемся видеть Вас в числе постоянных клиентов, для которых у нас существует накопительная система скидок и проводятся различные акции.   С уважением, СушиWok."
0,2,"добрый день! у меня такой вопрос, какие привилегии дает карта друга?"
0,2,"Уважаемая Ирина Билолова! Начальная скидка по карте составляет 5 , максимальная   20 .С каждой 1000 рублей заказа на карту начисляется 1  (суммы заказов суммируются). Если карта была неактивна в течение 30 ти календарных дней (т.е. не производили заказ в течение 30 ти дней), с карты автоматически списывается 1  ( 1 ).  С уважением, СушиWok."
0,0,Всем привет. Вчера снова пришёл из больницы поесть суши на большом пр.петроградской стороны. Все супер как всегда. Только там очень душно и жарко. И как узнать что я участвую в конкурсе. Я запостил у себя на стене и ответил что за картина???
0,2,"Уважаемый Bambino Bambino! Благодарим Вас за приятный отзыв. Мы работаем и делаем всё с любовью, чтобы Вы могли наслаждаться нашими блюдами. Спасибо, что остаётесь с нами.  С уважением, СушиWok."
0,2,"Уважаемая Ирина Билолова! Карта Друга является накопительной. При каждой потраченной у нас 1000 рублей скидка увеличивается на 1 . Скидка по карте не действует на акционные позиции, бизнес ланчи, китайскую кухню и напитки.  С уважением, СушиWok."
0,2,"Уважаемый Ярослав Пивко! Скидка по Карте Друга увеличивается до 20 .  С уважением, СушиWok."
0,2,"Добрый день! Подскажите, на заказ от какой суммы действует карта друга?"
0,2,"Уважаемая Марья Филатова! Скидка по Карте Друга распространяется на все ваши заказы, какой суммы он не были бы. Но скидка не распространяется на китайскую кухню, акционные позиции, напитки и бизнес ланчи.  С уважением, СушиWok."
0,2,"Уважаемая Мария Долгих! Акционными являются все наборы, кроме Чиз и Хитоцу. Все акционные позиции отмечены красным ценником.   С уважением, СушиWok."
0,2,"Скажите, а в Мурманске магазин на Полярных Зорях совсем закрыли? Просто его даже на сайте не стало."
0,0,"Уважаемая Оксана Убийвовк! На данный момент в Вашем городе у нас один магазин, который располагается по адресу Генерала Щербакова ул., д.14.  С уважением, СушиWok."
0,2,"Извините, но умею считать. И читать. Вопрос в том, закрыто навсегда или только на время. По телефону общей доставки мне сказали, что там ремонт. На сайте, как я уже и написала, есть только Щербакова. Дублировать информацию не надо, я задала совсем другой вопрос, будьте внимательны."
0,2,"Уважаемая Оксана Убийвовк! Магазин по указанному Вами адресу закрыт. Точная дата открытия на данный момент неизвестна.   С уважением, СушиWok."
0,2,"Добрый день! Акция  Покажи кассиру баннер мобильного приложения и получи ролл в подарок при заказе от 300 рублей  ещё действует? Поясните условия, пожалуйста. Оператор по телефону сказала, что акция действует только при заказе именно через мобильное приложение. Однако ваше мобильное приложение не позволяет оформить заказ на вынос (кстати, в нём ещё и не работает меню магазинов, в отличие от доставки, а ещё не отображаются цифры). В общем, прошу разъяснить вопрос с акцией. Заранее спасибо."
0,2,"Уважаемая Катя Полищук! Акция  Мобильное приложение  всё ещё действует. Для получения ролла в подарок Вам необязательно оформлять заказы через мобильное приложение, Вы можете оформить заказ и по телефону.   С уважением, СушиWok."
0,0,"Здравствуйте! Вчера заказала мини сет 1 и ролл аяши.  Хотела воспользоваться скидкой 10 , по чеку в течении 5 дней с момента прошлого заказа. В итоге,мне скидку не засчитали,сказали аяши и мини сет 1 проходит по акции. Но в рекламном буклете я этого не увидела. Разъясните,пожалуйста."
0,2,"Уважаемая Юлия Кошкарова! Приносим свои извинения за предоставленные неудобства. К сожалению, указать все правила акции на чеке невозможно, но Вы всегда можете уточнить информацию у наших операторов или непосредственно в магазине.   С уважением, СушиWok."
0,0,"Ужас! У меня аллергия на грибы, в составе супа Мисо не было грибов, так почему из туда запихнули? Соевый соус не положили вообще! Хотя заказали минисет номер 1. Пришлось выходить из дома и идти за соусом. Насладился роллами, блин."
0,2,"Уважаемый Илья Король! Приносим свои извинения за предоставленные неудобства. Обязательно проведем работу с нашим персоналом о комплектации заказов. Для нас важен каждый клиент и мы сделаем всё возможное, чтобы создать максимально комфортные условия. С состав Мисо супа входят: мисо, грибы намеко, тофу, вакамэ, лук зеленый. Данная информация отражена на нашем сайте http: sushiwok.ru msk menu soup sup miso2  Также всю информацию по составу блюд Вы можете уточнить у наших операторов и непосредственно в магазине.  С уважением, СушиWok."
0,0,"Мы показываем заставку приложения на смартфоне прямо на кассе, и девушка предлагает один из нескольких роллов на выбор, уже раз 10 так делали, прекрасная акция! Сегодня взяли хиноки таким образом   Минимальная сумма заказа должна превышать 300 рублей"
0,2,"Уважаемая Мадмуазель Хайд! Вам необходимо совершить заказ на сумму от 300 рублей, предъявить приложение нашему администратору и выбрать один из пяти роллов на выбор. Более подробную информацию Вы можете уточнить у наших операторов или непосредственно в магазине.   С уважением, СушиWok."
1,0,добрый день почему до вас не доходит простая идея?   я хочу в мобильном приложении сформировать заказ. Выбрать магазин для самовывоза и по пути домой с работы заехать и забрать его а не ждать пока его приготовят и тем более не ждать дома доставку по московским пробкам. Кстати рейтинг вашего прилодения в гугл апп наверное подсказывает Вам что прилодение ваше   полная фигня.... Неудобно пользоваться и заказывать. Двойка с минусом.
0,2,"Здравствуйте! Сегодня заказывали роллы в подразделении на ЖБИ.Все очень вкусно,роллы свежие,сразу видно что приготовили после заказа.Карта моя была не с собой,но администратор кассир не спросила ее даже у нас,а если она у клиента с собой,но он забыл?Надо спрашивать обязательно.Спасибо за вкусные роллы."
0,0,"И еще,расстроило что ролл месяца уже 111 рублей.А так привлекала стоимость 99р.Это ведь на психологическом уровне заложено,или 90 или 100.Жаль,жаль..."
0,2,"Уважаемый Кирилл Акушев! Спасибо за отзыв. Обязательно примем к сведению ваше замечание и постараемся сделать приложение максимально комфортным для пользования.   С уважением, СушиWok."
0,2,"Уважаемая Екатерина Обухова! Мы всегда стремимся к тому, чтобы радовать наших дорогих клиентов не только отличным качеством продукции, но и демократичными. Цена нашей продукции зависит от закупочной стоимости ингредиентов, только по этой причине ролл Хиноки стоит 111 рублей. Благодарим Вас за понимание.   С уважением, СушиWok."
1,0,Может быть вам кондиционеры повесить в кафе? Пекло жуткое.. Суши выдали как запеченые .. В такой жаре и продукты не долго свежими остаются....
0,2,"Уважаемая Марина Петровская! Спасибо Вам за оставленный отзыв. Мы обязательно учтем Ваше замечание и будем стараться только радовать Вас в дальнейшем.  С уважением, СушиWok."
0,0,"Хотелось бы выразить благодарность управляющей и коолективу ресторана на Воронцовская ул., д.30 1 за клиентоориентированность и дружелюбие даже в часы пик."
0,2,"Уважаемый Ярослав Пивко! Спасибо за Ваш отзыв. Мы очень рады, что наша компания оставила у Вас лишь положительные эмоции. Главное   это правильный подход к каждому из наших клиентов. Все, что мы делаем   это только для Вас и ради Вас. Оставайтесь с нами.  С уважением, СушиWok."
0,0,"Сейчас сидим с мужем в суши wok на пр.Науки д.24 и кушаем очень вкусные наборы. Вы как всегда молодцы! Спасибо большое всей команде суши wok! Отдельно хотелось бы поблагодарить, рыженькую девушку на кассе, Елену Филиппову ( если я верно прочла на бейдже) за улыбку на лице и доброжелательность вне времени и погоды.  С уважением, ваш постоянный клиент Анастасия:)"
0,2,"Уважаемая Nastena Zimina! Огромное спасибо за Ваш отзыв. Очень приятно, что Вы выбрали нашу компанию и не ошиблись. Наша основная задача   оставить клиента сытым и довольным. Слова благодарности обязательно передадим Филипповой Елене. Надеемся на долгосрочное сотрудничество.   С уважением, СушиWok."
0,0,"Здравствуйте я хотела бы, чтоб бенто ланчи можно было выбирать, например 1 ланч: на выбор роллы,суп, второе,салат. Возможно так сделать? Во многих заведениях так и очень удобно когда есть выбор, а не одно и тоже каждый день!"
0,2,"Уважаемая Алина Хасанова! Спасибо Вам за интересное предложение, мы обязательно его рассмотрим.  С уважением, СушиWok."
2,0,Очень хочется знать калорийность!!!! Пожалуйста!! Хотя бы на сайте или в этой группе напишите)))
0,2,"Уважаемая Алина Кочуренко! Спасибо Вам за оставленный отзыв. Мы обязательно примем во внимание Ваше пожелание и постараемся создать максимально комфортные условия для наших дорогих клиентов.  С уважением, СушиWok."
0,0,"Хотим выразить глубокое уважение промоутеру в городе Уфа. Наконец то в нашем городе лето, жара  30, а парень в огромном цветастом костюме не унывает, пляшет и приятно раздает листовочки))) в такое заведение грех не зайти!"
0,2,"Уважаемая Александра Богданова! Спасибо, что нашли время оценить работу нашего сотрудника. Вдвойне приятно работать для таких позитивных и отзывчивых клиентов, как Вы.  С уважением, СушиWok."
0,0,Здравствуйте!А вы планируете открываться в г.Королев?(МО)
0,2,"Уважаемая Виктория Перпоуз! Открытие магазина в г.Королев состоялось 25.07.2014. С нетерпением ждем от Вас заказов.   С уважением, СушиWok."
0,0,"Здравствуйте! Скажите, пожалуйста, планируется ли открытие в Колпинском районе Спб?"
2,0,"Здравствуйте, я всем довольна, но есть одно но.  Карта друга   зачем она нужна? если мне ее выдали с первым заказом, сказали что она активна, будет бонусы копить, а в итоге с последующим заказом, она оказалась не активной. И ведь никто не знает, как ее активировать. Вы хоть объясните, что мне ее выкинуть уже можно или у нее есть какая то жизнь?"
0,2,"Уважаемая Полина Ленда! В ближайшее время открытие новых магазинов в Вашем районе не планируется. Как только мы примем решение обслуживать ваш район, информация сразу появится на нашем сайте.   С уважением, СушиWok."
0,2,"Уважаемая Регина Камалетдинова! Приносим свои извинения за предоставленные неудобства. Укажите, пожалуйста, Ваш номер телефона и номер карты, чтобы мы могли подробнее разобраться в сложившейся ситуации. Для Вашего удобства можете отправить данную информацию личным сообщением.   С уважением, СушиWok."
0,2,"Уважаемая Анечка Островная! Чтобы воспользоваться подарочным сертификатом его необходимо предъявить администратору кассиру в магазине при оформлении заказа.    С уважением, СушиWok."
0,0,"Здравствуйте! Почти год являемся вашими постоянными клиентами, всё очень вкусно, качественно и в меру быстро. Несколько месяцев назад появилась  Карта друга , весьма приятный бонус ко всему вышеперечисленному. Только есть одно замечание. Карта заведена в Москве, неделю я была в Санкт Петербурге, делала заказ и там. Оказалось, что моя карта в СПб не действует ( Уважаемая администрация Суши Wok, неужели переместившись в другой город, но оставаясь верными вашей сети, мы перестаем быть для вас другом?? ) Надеюсь, что в ближайшем будущем вы решите данный вопрос и наша дружба не будет иметь территориальной привязанности!"
0,2,"Уважаемая Юлия Шелякина! Приносим свои извинения за предоставленные неудобства. К сожалению, на данный момент объединить базы клиентов по всем городам нет возможности. Но мы обязательно учтём Ваше мнение и постараемся создать максимально комфортные условия для наших дорогих клиентов.  С уважением, СушиWok."
0,2,как проверить накопления на карте??
0,2,из каких 5 роллов сейчас предлагают выбрать подарок за приложение? петербург.
0,2,"Уважаемая Кира Ковальская! Уточнить размер скидки Вы можете в любом магазине при оформлении заказа или у наших операторов.  С уважением, СушиWok."
0,2,"Уважаемая Соня Морозова! В подарок за мобильное приложение Вы можете выбрать один из 5 ти роллов: Азуми, Катана, Ханами, Шаверма или Барби.  С уважением, СушиWok."
0,0,"Здравствуйте! Акция проходит у Вас,в честь открытия магазина дарите ролл.При этом изображенна Филадельфия,а в списке подарочных роллов ее нет,вопрос,зачем вводить в заблуждение покупателя?"
0,2,"Уважаемая Екатерина Обухова! В честь открытия новых магазинов, наши клиенты могут получить в подарок один из 5 роллов на выбор при заказе от 300р.:    Азуми   Катана   Ханами   Шаверма   Барби Подробности Вы можете уточнить у администраторов кассиров.  С уважением, СушиWok."
0,2,"Уважаемая Elena Do! В состав многих блюд из нашего меню входит лосось. Мы уверены, что Вы сможете подобрать что то себе по душе.   С уважением, СушиWok."
0,2,"Здравствуйте, подскажите пожалуйста до скольки принимают заказы на Салютной 2 ???"
0,2,"Уважаемая Елена Губайдуллина! Прием заказов в магазине осуществляется до 22.45. Возможность доставки Вы можете уточнить у наших операторов.  С уважением, СушиWok."
0,0,"Уже второй раз приобретаем у Вас очень вкусные роллы!Все быстро и качественно,доставка всегда вовремя!Большое спасибо Вам и сотрудникам магазина г. Балашиха (ул.Проспект Ленина)! Планируете ли Вы открытие магазина в г. Павловский Посад?Мы были бы очень рады (в Балашихе к сожалению бываем редко )."
0,2,"Уважаемая Александра Голубева! Благодарим Вас за столь тёплый отзыв. В ближайшее время открытие нашего магазина в городе Павловский Посад не предвидится. Как только мы примем решение о расширении нашей сети, то информация сразу появится на нашем сайте.  С уважением, СушиWok."
0,0,"здравствуйте, мы пользуемся вашей продукцией с самого открытия, все очень вкусно! но последнее время заказы оставляют желать лучшего, потому что при заказе лапши одного вида получаешь, другой вид, и соуса стало как кот наплакал, и лапша вся склеенная в один ком. надеюсь вы примите к сведению и улучшите качество своей продукции."
0,2,"Уважаемая Надежда Молокова! Благодарим Вас за то, что Вы проинформировали нас о сложившейся ситуации. Именно Ваши отзывы помогают понять нам, где именно необходимо корректировать работу. Мы обязательно выясним причины сложившейся ситуации и приложим максимальные усилия, чтобы избежать подобных недоразумений в будущем. Надеемся, что в дальнейшем Вы будете получать только положительные эмоции при заказах в нашей компании.  С уважением, СушиWok."
0,2,"Уважаемая Дарья Большакова! В состав ролла Хиноки входит:  лосось огурец  сливочный сыр яки соус масаго  С уважением, СушиWok."
5,0,"Роллы ваши люблю и претензий нет, но видя как удаляются негативные отзывы, как то портится отношение: "
0,2,"Уважаемая Наталья Кудряшова! Как показывает практика, большое количество отрицательных отзывов оставляют конкуренты и недоброжелатели. В связи с этим принято решение, удалять все неподтвержденные (т.е. оставленные без номера заказа или номера телефона) отзывы. Но не один отзыв без внимания не остается. Каждый клиент получает обратную связь.   С уважением, СушиWok."
1,0,"Верните, пожалуйста, в меню фреш ролл (не помню 1 или 2, он еще с яблоком и киви был). я когда узнала, что его убрали из меню, очень сильно расстроилась(((("
0,2,"Уважаемая Таня Гладышева! 1 июня произошло летнее обновление меню. Искренне жаль, что Ваш любимый ролл не остался в ассортименте. Однако новое меню очень разнообразное, надеемся, Вы оцените по достоинству наши новинки.  С уважением, СушиWok."
0,0,"Сегодня делали заказ в магазине Заказали 2 мини сета первый и шестой, и запеченные мидии Заказ ожидали больше 40 минут  вместо 5 больших мидий получили 9 маленьких, почти незапеченных, как показалось по вкусу и виду В мини сетах запеченные суши лосось, мидии и остальные( те которые идут поштучно) в 2 раза меньше чем на сайте, и меньше что получали до этого.  В подарок морс и Филадельфию получили, это хорошо. Но такое количество роллов васаби и имбиря оказалось очень мало, их хватило только на филадельфию Это магазин посещаем уже не впервые, но после этого визита остались смутные ощущения Вот фото заказа, распаковали уже дома Номер чека 5544 дата заказа 16.08.14 15:31"
0,2,"Уважаемая Верунчик Ковриженко! Спасибо Вам за оставленный отзыв. В Вашем заказе мини сеты, которые состоят из мини роллов, а они отличаются по размеру от обычных. Что касается количества имбиря и васаби, то по правилам нашей компании к заказу бесплатно прилагается 7 гр. имбиря и 2 гр. васаби (из расчета на 1 ролл). Вы всегда можете проконсультироваться с нашими операторами о том, какое количество будет приложено к Вашему заказу. Благодарим за понимание.  С уважением, СушиWok."
0,0,"Вчера вернулись из магазина сушивок (полюстровский, 47) с целым пакетом роллов, когда достали контейнеры , то приятно были удивлены на крышечках были написаны пожелания:  приятного аппетита  и хороших выходных . мелочь, а приятно, спасибо девочкам   настроение подняли))) ну,а роллы как всегда бесподобны"
0,2,"Уважаемая Таня Гладышева! Спасибо Вам за столь приятный отзыв. Мы всегда стараемся радовать наших клиентов. Обещаем и впредь Вас только радовать и приятно удивлять. Оставайтесь с нами.  С уважением, СушиWok."
